"","Cebpa","EgrNab","Eklf","Fli1","Fog1","Gata1","Gata2","Gfi1","Pu1","Scl","cJun"
"E516_129",0.0542055556091445,1.03638750930827,0.00861960291576139,0.0371460758673511,0.14127674070631,0.0874467713474526,0.101450754418768,0.00377891582903202,1.8473074656086,0.00706660485219328,2.07538063915964
"E1045_285",0.00381324232010477,0.0370666374773259,0.0170932954691757,2.053056422379,2.19453166660131,2.16192977745616,0.0135906111293436,0.0331761513817754,0.0123803303711644,2.01710432688555,0.0375745323628989
"E1682_175",1.87765552218416,0.046549324493885,0.00318227392669976,0.0159535533643233,0.00786409001447669,0.0140089502546815,0.00922956612069123,2.66208007351777,2.19743459126274,0.0132903038730413,0.0608142445925872
"E313_701",0.104740272609791,2.40194923036818,0.0142876274961613,0.026363029015911,0.00476207988310229,0.00731329363586254,0.0144603908069148,0.00473650276196436,2.30618530554144,0.0102712214692484,2.68561648038317
"E1363_289",0.00633250506900911,2.43450970948783,0.000486402389999118,0.000481103135090914,0.0302646752315634,0.00504346524310033,0.00978288710353234,2.1796964253671e-05,2.58095761160174,0.0386109034786053,2.07278986738429
"E1994_595",0.00284778499473878,0.0884841433285375,0.00485496320855702,2.1874106945881,2.78512223313544,2.83471703303409,0.00686388930422686,0.0196274216942371,0.00869835275328893,2.71307469127821,0.00715779435923861
"E1985_527",0.0133968162360282,2.83563680665623,0.0211331392149733,0.0489928771999866,0.0351028616041656,0.00326653313627582,0.00986544045375922,0.0268064609423371,2.03626599265219,0.0186845435329969,2.15698993224178
"E1327_115",0.074601040672689,1.80706513983205,0.00634762013441984,3.59378140956214e-06,0.000628863794548634,0.00760177031875022,0.112875336366825,0.00240173518085914,2.46296278715541,0.0382575110250259,2.26860974504108
"E35_596",0.0114718486624493,2.64385133014409,0.00887466287690356,0.00825957597945509,0.0218359962900724,0.000407904430309052,0.0711079080245768,0.186058568044462,2.06115524344962,0.0375713768136064,1.99884866074045
"E1145_747",1.78354788660124,0.0022530355936485,0.0473002712632366,0.216499225501914,0.00796379069987419,0.0163447017240716,0.0102143230208221,2.26718192268349,1.2273107273413,0.00300461456932671,0.00648919271997066
"E566_161",2.73936212194288,0.00435808782507246,1.9735190949492,2.4590337811949,2.21524864102958,1.86671132032216,0.972395153059257,2.35192601436983,0.00950994710812571,2.39314957922011,0.0181966905010216
"E568_525",2.49591517894445,0.025938609706855,0.0152891053823234,0.0131487472976227,0.00320200854732385,0.00683259373675307,0.0121945615614026,2.1790034485376,1.50614870595031,0.004038297791145,0.0030049993846632
"E224_395",0.00858961547739804,2.79684133716916,0.000630298135742498,0.0947201210049556,0.00110154724780671,0.00293663075149645,0.0233441534950748,0.000571894004049896,1.49173690805672,0.00385366991512367,2.54169695052585
"E1747_110",2.02242290801255,0.202133462927881,0.0202578548699364,0.00713896114299939,0.00271067271854414,0.00439065549562163,0.00744526372280528,2.06679008391404,2.70846428886908,0.00107413163413762,1.11088770033189
"E739_770",1.66363592302278,0.0294233399061649,0.0397398970455037,0.00637878687788539,0.00529275843262939,0.0391135041127001,0.0236093122827953,2.91697434969935,1.90514695065769,0.0302346986190445,0.00122843928504388
"E1282_163",2.29019280104328,0.0049546292930286,0.0903928131409615,0.0156264011760818,0.00211974188823924,0.0309625835684835,0.00247315355644767,1.9335525322317,1.99479637009514,0.0326836739811366,0.016273966521037
"E178_236",2.08715860184729,0.0350248987576211,0.0086419320467883,0.0163998963065147,0.00251558115383576,0.00116496114702439,0.0276650464724916,1.9062489523762,2.86102345709667,0.0158511969206739,0.220636545853864
"E1207_353",0.128809175590198,0.0167983064146677,2.14013390906233,0.0219425879446558,2.14358018713093,2.92779347182708,0.00244990191740366,0.661716355717729,0.0516670938752043,1.63038403534322,0.0265384814679662
"E1455_668",0.0262194713270242,1.88247158250495,0.00561646046762079,0.021160567028892,0.0178417386783172,0.0349435845321042,0.0270767407417812,0.00107333677992489,2.22590006731832,0.0262679946997378,2.01584846505978
"E122_643",0.0344989175456334,0.0947386065497226,2.10558605390067,0.0120042564797021,2.40462145858345,2.55472175345257,0.00401540775390651,0.00171998710896138,0.0329067425381381,1.93021108994309,0.00261053773618949
"E1166_142",2.56526162117478,0.0854145251399491,0.000574231297379574,0.0727574628672309,0.0032098048993194,0.0596031179722304,0.00306615205528297,1.70929506548614,2.84817386427456,0.0256277199198801,0.339352670945087
"E109_606",1.64414999568345,0.00605270646886505,0.0106718607471108,0.00412965489313259,0.0382633409352387,0.00316890116709928,0.0169582572983406,1.69522850945782,2.14806407321273,0.0100900173511665,0.00701447744395627
"E1964_474",2.28816744021695,0.0271051948588058,0.00906134078903142,0.0803963330234663,0.0193933501342179,0.0599343019624478,0.0516039854483384,2.06990028175139,2.07092380941907,0.00307866574077031,0.0237471127931047
"E1585_127",0.0263520649652985,0.977618774862675,0.0233045998062216,0.00144507781159147,0.013257974522819,0.00654857882609905,0.0263469207841936,0.0163359825566909,1.94081491929811,0.000502194899751377,2.45707994761577
