"","Dbx1","Dbx2","Irx3","Nkx22","Nkx61","Nkx62","Olig2","Pax6"
"E1857_60",0.654933278055693,0.160277376014716,0.330021711236083,0.361359838929883,1.17101206370182,0.60091670081937,1.32972024658727,1.97911344426658
"E1607_331",0.0387790567541194,1.87574621899113,1.69192272368327,0.000240085128821234,0.0378393362245095,1.60973046402493,0.145533698157611,1.77874229447526
"E740_397",0.0411521602952408,0.0141533364313907,0.0431800906615192,2.50179998124875,2.09938609451719,0.0114379304225413,0.0466775899460602,0.0318106175784127
"E460_198",0.114604356261997,0.0250025204013225,0.884003959167233,0.280531768452377,1.73331748295697,0.114925995351118,1.99735713079694,1.45660832273765
"E127_65",0.720192782131659,0.721337798883764,0.729281168152923,0.128622479043475,1.01782263998641,0.802297837990855,1.60084512392302,1.91424010445628
"E1122_57",0.14608748677249,0.125945031395553,0.0291730723142659,0.28948468294572,1.42838720359426,1.35133380111444,1.71714005481431,1.74257883287476
"E1691_397",0.0131187256366985,0.00552900084219854,0.0853303441638136,2.08547941085187,1.79938566277562,0.0249673581142347,0.0144918329096694,0.0634993382863343
"E258_205",0.00866125455257788,0.00182669005436056,0.0216359904981527,0.535231254746183,2.14854064503825,0.0149234048185176,1.06160524763867,1.50600250420193
"E1586_445",0.0068198347646058,0.0295457343305265,2.12477859497287,0.00810431095246428,1.75737920087773,0.0175294805813837,0.0441130019676909,1.33911816023585
"E1165_441",0.00180723557020508,0.00910469681092537,1.94230131542851,0.025022264952337,1.35975483806769,0.00574074436798455,0.000184856247248795,1.64526118837385
"E203_43",1.22568367241516,0.52418812185677,0.415717919868583,0.746872483775321,1.10057183330696,0.42758787259935,0.734179138470553,0.49460964753882
"E861_279",0.104683776105589,0.110271530336788,1.40833013299252,0.00458789855403818,1.50867127679702,0.260133109938342,0.00122330943294433,1.8407811325792
"E873_300",0.0509770045265558,0.00583563356068797,0.355149538783666,2.25122976889501,1.88017844593853,0.0457522464209825,0.443019128105162,0.390158768576946
"E162_120",0.0179996273935146,0.0504279590480499,0.135578477010485,1.49851323145759,1.48336448917343,0.0122622309182617,0.0165240612544677,0.106225216099581
"E176_332",0.000712489358575856,0.000387334211837456,2.14802704486596,0.115197679172859,1.85353866346263,0.0038764170196909,0.0270757634968891,1.49816621510529
"E1662_54",0.033061968049035,0.132847134627964,0.386866062771977,1.33087127289588,1.94387754646063,0.264995133284021,1.31624712860033,1.61495380696105
"E1817_13",0.440135304174043,0.458231495836805,0.5362655043407,0.535768253424374,1.06810726860615,0.67726934760459,0.567628589597589,0.975922582496221
"E766_338",0.122682372191632,0.0195707524416907,0.0272959984676504,0.00296511024481688,2.036287328572,0.0985675843649944,1.20387707885907,1.94722629432768
"E1810_465",0.00534189895126255,0.0123179227285522,0.00563671843016332,1.29119092927756,1.72532817042043,0.0992129020837845,0.111726792975675,0.135812585277082
"E1201_450",0.00980717087884346,0.0113414501610388,1.67184394028224,0.467441062390155,1.72001163322022,0.000518805137095995,0.0186823276918319,1.62767121816096
"E793_435",0.0245595551621195,1.99330805814661,1.66209556155882,0.00158001725964426,0.0789959005809535,1.90457625927922,0.0771663171959006,1.49686659788816
"E529_466",0.0171469936792277,0.00603846473184182,1.74920351083357,0.0233163407670064,2.13699268006716,0.022764474535505,0.0515912472236399,1.80743569956215
"E526_50",0.0110086664548363,0.0745569254645449,0.648827412181008,0.824745450436657,1.50779005379963,0.505755460531287,1.03530032282303,0.825491516026193
"E330_377",0.0404291819501472,0.0273065354124423,0.0345940364864335,0.00978808904760178,2.06048946573349,0.049254925129669,2.24358423454187,2.11702550487065
"E741_251",0.000887809765040678,0.00326147867279525,0.0772769052468333,0.0514079359959334,1.87955164743088,0.0236784396503141,1.82359336018802,1.39068839232658
"E1306_294",0.00525277292676958,0.00619097433319434,0.0253276465742365,2.04449276278721,1.60990019328771,0.0200697655031298,0.0048904519726296,0.00731404472335995
"E1766_151",0.00193494969034952,0.00535054245004181,0.0078106739496638,0.00387223586181407,1.52512037443985,0.428790501682359,1.82787462626722,1.61604263379164
"E1733_425",0.0171981333369238,0.260797501258153,0.0057345482045269,1.68019488784573,1.7252330328365,0.031818120747923,0.0459513748805538,0.00938261607004086
"E1284_376",0.0340809200628615,0.0307923651052266,0.050128098713915,2.49413645493539,1.75532323695488,0.0138675649524571,0.0321310137823641,0.00696002723400646
"E596_73",1.20794253776549,1.03941418048323,1.98513794824723,0.0138275728525898,0.541942086729704,1.74333957607948,1.02084921777636,1.92593770404724
"E1918_297",0.087840914658018,0.492506555303061,1.59309372012101,0.0576342433523736,1.61369188496109,0.182351890969361,0.0180589472817541,2.16870609562619
"E388_326",0.0027055425344007,0.0570713395733305,1.92563485125771,0.00291431775085649,2.40645975077618,0.0117475036885911,0.0641648122760434,1.94084125644607
"E1338_291",0.0154072887348377,0.000388314624487559,0.0105682656609746,1.72546919947614,1.52157668170451,0.192779096931895,0.00568318474064425,0.00993056047632681
"E686_182",0.0685440451430109,0.305080448191639,1.47268513761533,0.667249268430341,1.78581716121611,0.280343133077104,0.124404548769296,1.32679005333594
"E8_30",1.19137021656838,0.586427018518718,0.299192230304555,0.701852037518047,1.12159026017541,1.04572784168574,0.373186600204155,0.734981948849143
"E1226_497",0.018338912643629,0.0102817963069735,0.00870194491031348,1.43295176953354,1.92794266942161,0.079252597916689,0.000147126415100104,0.0108867893260068
"E959_229",0.879364709827817,1.64128807031074,1.55343287306688,0.00106967346106354,0.128928076080968,0.237476511317209,0.000287181105933044,1.27862515032457
"E1227_170",0.111032275735749,0.00478134396212894,0.196588850462739,0.205859165217446,1.81485014129972,0.0324472884376885,1.63959829903387,2.02636994869141
"E12_419",0.0189586374110447,0.0226642934803905,0.0496201680898018,1.36903763881779,1.45978830489331,0.00353619749318247,0.00798175334361713,0.0281123232985462
"E125_447",1.64535352004635,1.92217376487925,1.51519699244423,0.0203357075192728,0.0603592962715309,0.0322475232954593,0.0186593502088504,2.0762033334292
"E553_423",0.030052953064585,0.00132936739143504,0.00209855489891124,2.25357685139274,1.90046673462204,0.00927698270217154,0.0336185546152248,0.00633607141249838
"E1263_308",0.0252280499840813,0.00214945561560118,0.00727797308309999,1.9528547782502,1.34231873936521,0.026544894793663,0.00763556565692297,0.019969776921112
"E1934_206",0.0561679408944809,0.0200734034642406,0.368774663184501,1.78880573948201,1.88411169955036,0.0684224329701745,0.439317305684694,0.608232505653252
