"","Cebpa","EgrNab","Eklf","Fli1","Fog1","Gata1","Gata2","Gfi1","Pu1","Scl","cJun"
"E959_73",2.44280936438061,0.0294943438615574,0.0434551488314691,0.076737570532902,0,1.43880960006849,1.28005436816907,1.9309099891181,0.419173377364232,0,0.0738921378820397
"E861_670",0,0,0,2.16757978283838,1.87421596340893,2.26862408159187,0,0,0,2.4831635651083,0
"E853_203",2.91519721834358,0.0561125403952215,0,0,0,0,0.000405153393165581,2.55476458268467,0,0,0
"E812_535",1.4014877096555,0.0101105135221908,0,0.0144583552662457,0,0.00777250792766135,0,0,2.65316720144401,0.115260550974161,0
"E1720_106",0,0,0,0,0.0423839924851836,1.80995895330994,1.93567392111694,2.47017782617803,0.060238348256353,0,0.222627052082336
"E82_290",0,0.0371911709020575,0,0,0.00220772304768007,0,0,2.54754545854584,2.0860775725165,0.00484735112178734,0
"E751_88",0,1.15705638759058,0.0701266152078898,0.036366995677877,0,0,0.0291566559178076,0,2.15599671138663,0,1.80121830660913
"E1966_604",2.43074378368642,0,0.00731709579116983,0,0.155610260176713,0,0,2.25481136677282,2.79872335415087,0,0.0718390158190772
"E507_706",0,0,1.83630293538202,0,1.98596267904532,2.06395067124944,0.00359701467368646,0,0,2.68115457179763,0
"E509_376",0,0.117096869428411,0.0353285722380682,0.102419303117833,0.0125396864461452,0,0.0911082161831491,3.11514944090841,0,0,0
"E1501_515",2.40624507099004,0.0518164967401217,0,0,0,0,0.0872158193186774,2.25511649765072,2.24766221560721,0.00312438015698726,0.0760429948441628
"E1784_214",3.01281806849507,0.106614629872265,0.0159275230193296,0,0,0,0,0,2.95755545713586,0,0
"E1097_698",2.51943051888791,0,0.00181942416261933,0,0.0043529393816363,0.017927307921711,0.0480350964333604,0,1.72760388200554,0,0
"E798_304",2.15923558971369,0.0356768855226198,0,0,0,0,0.0722857744962075,2.62859957386023,0,0.0521038230991374,0.0726811493783941
"E1278_471",0.0301801917305221,0,1.91212701304752,0.00775110313378306,2.09364258354055,2.46171611478092,0.0549271901166662,0,0,2.53782265301918,0
"E1167_36",0.987348059219361,0.00201162247426838,0,0.00961237331509396,0,0,0.0644192015012603,0,0.983755317926634,0,1.66116931797981
"E436_241",0,0,0.00586545348525547,0.0266227348824764,5.25966300888097e-05,0.00735800449945676,0,0,1.87077035251781,0.0151971127329626,0
"E76_261",2.31289608718758,0.000901626358051581,0.00409732582299657,0.0239412694011405,0.00355016188590767,0,0.057116532488556,0,1.83113068600977,0,0
"E1325_467",0,0,2.0947295486098,0,1.7926568326505,2.05992308757874,0.0164587273913346,0.00343455808647104,0.0236857597520203,1.81773190515149,0
"E1291_475",0,0.0172506361800018,0,0,0,0,0.029458906246626,0,0,0,0
"E211_464",2.52531460706649,0.0339591545781948,0,0,0.0324244029499676,0,0,0,0,0.000496914964927202,0
"E171_260",1.84225592003549,0,0.071148938081423,0,0,0,0,2.41272978475701,0,0.0357576105000634,0
"E817_718",0,0.0359486868033997,0.00485756960305342,1.89840537941443,2.17462972627414,2.24038773527812,0,0,0,2.66696002686942,0
"E323_530",0,0.0425430978581704,0,0.0081943884772301,0,0.00576000858096689,0,0,2.28974800907641,0,0
"E137_606",2.2547419541781,0.0115771269886795,0,0,0,0.0052328887478409,0,2.4585506345692,1.48673738532031,0.0326198125027115,0.00375036220577522
"E872_288",0.00406651851319706,0.0344186844822345,0,2.33040598750573,2.12180270711128,2.44191743983102,0,0,0.00345197362001588,2.37115897715981,0.00145287382333837
"E1548_335",0.0051641618617967,2.31261365755853,0,0,0,0,0,0,3.1779642479388,0,1.51945278789055
"E1136_737",2.36343056841625,0.110285292591508,0.00100250103840781,0.000193468098619393,0,0,0,1.96325234566498,2.52974836499686,0,0.0116855254484829
"E1532_66",2.50285564898208,0.00118592318287632,0,0,0.0425903717444947,0.982459922344658,0.948085947052157,2.2351823434548,0.635991119680032,0,0.623463959297524
"E1142_141",0,0,0.0170724514227517,0.0922658772448012,0,0,0,0,0,0.000392270592381552,0.206769282541905
"E1994_618",0,0.0599831552588996,0,0,0,0.00238876257551575,0,1.97656231018609,1.72249466764546,0.00448996253842784,0.22483052225351
"E1866_608",0.000309446319051004,2.50877375241323,0.0558068637504143,0.0659088351148385,0,0,0.00547140574431446,0,2.19460692908103,0.00449578697660819,2.87065521070907
"E792_61",0,0,0.007359536527887,0.0175652833175732,0.0148588288673269,1.74243368396628,1.55064069030394,0,0,0,0.0853837232504343
"E1984_208",2.22763830816369,0.0064924965908124,0.0110502118276557,0.0444101901196316,0,0,0.0557174824929903,2.90062922941311,2.47417012373866,0,0
"E665_128",2.1970095210501,0,0.0890938075042435,0,0.00177886019357876,0,0,0,0,0.00377414205431166,0.0307459854810327
"E514_153",3.1490965021517,0,0.917592939644962,1.42816525594506,1.38713530293329,2.2390370939756,2.19258622336676,0,0.0492708492362623,1.4321940694478,0
"E1628_650",2.26811261265294,0,0,0.0130799479650915,0,0,0,2.80198599804281,0,0,0
"E1580_702",0,0.0158351589472498,0,0.0248437527914985,0,0.0101400260703818,0,2.14769609335248,0,0.0981695497465348,0
"E891_612",0,2.588044338762,0,0,0,0,0,0,0,0,1.7778711157615
"E554_149",2.12332118133913,0.000880661027893757,0.296160147237724,0.383808229288708,0.31321259263115,0.761550726239272,0.59903292494359,0,0,0.244767205566166,0.129498788889321
"E874_199",2.25508576397314,0,0.000764876671910372,0.014343460347828,0.00400462362055473,0.00480405860044975,0.00790948275503335,0,1.89733718561474,0.00197947626815083,0.00152080394623672
"E22_282",0,0.0407112040389182,1.12289628633541,0.173636349491327,2.49856884128599,2.86720938369757,0,0,0,1.97905167159765,0.0914030548584689
"E1988_179",2.39452592027844,0,0,0,0,0.0153502704767329,0.0311142455828787,2.27702056179341,2.59793445395087,0,0.0746060604279751
"E1270_641",2.14554864013397,0,0,0,0,0,0.0270612106702643,2.14826530520319,2.27369559991006,0,0
"E213_172",2.15557130795231,0,0,0,0,0,0,0,2.52247969150959,0,0
"E1093_176",0,0,0,0,0,0.0126736537121025,0,2.12467029968909,2.58902939483356,0,0
"E530_412",2.91432468975119,0,0,0.054218141724534,0.0717532715326531,0,0.147821648161161,2.07050160127462,0,0,0.0335743610029697
"E1903_600",0,0,0,2.07252728885476,2.21898931752631,1.93845372361736,0.0376347097144485,0.0114579573162927,0,2.32122759844789,0.00859359695382184
"E259_372",0,0,0,0,0.0651915148183085,0.0292676480096634,0.00123545818658801,2.51794901798563,2.47856353203113,0.134138633259665,0.0148199760602295
"E1336_176",0,0.122785083715356,1.36931851809819,1.38339592578689,2.17776493212068,2.68560265996593,1.56593764462778,2.46536895131418,0,1.95317834825119,0
"E1455_227",1.72408873244977,0.0164178059405043,0.0644608184681214,0,0.159639224081933,0,0,0,0,0.00201867694862254,0.0128526064575175
"E724_512",0,0,1.79705219678119,0.111022645252725,2.19681730858641,2.73804721738828,0.044092360355017,0,0,2.27299253998694,0
"E1012_683",0,0.0188580148945766,0.0025567233876941,0,0.00995585556636548,0,0,2.43201920107649,2.39693540188969,0.114017533429213,0
"E1002_102",2.5369588055726,0,0,0.0741581912222558,0,1.35023580253573,1.22656686374807,1.88577272869001,0,0,0
"E119_572",0,0.0226223316131923,0,0,0,0.00532649180652838,0.022338810923983,1.95737040096073,2.67000327897039,0,0.214248836547054
"E612_307",0,0.0822853774443499,1.5514933454426,0.00369760791468544,2.21780801133867,1.53400244752916,0.00533221046456037,0.00517068999410284,0,2.31628858119837,0.022221777440937
"E1958_736",0.0211298090839496,0,0,2.36461940870243,2.16036133910525,2.36140214142114,0,0,0,1.63674573399707,0
"E384_682",0,0.0068272180829226,2.1832209912645,0,2.01287338399924,1.9612490463266,0,0,0,2.07150853366295,0.0420348326251723
"E16_485",1.49844048931419,0,0,0,0,0,0,0,0,0.0747491287005864,0.0294115389059867
"E102_438",2.20423375620493,0.0593971961376902,0,0,0.113310511827639,0.0112108551479011,0,2.70762374517869,0,0.00790142586811196,0
"E1298_719",0,0,0,0,0,0,0.00513816832060694,1.57013430468217,0,0,0
"E1064_751",2.17157638543997,0,0.0576080863528472,0,0,0,0.0648897923766307,1.99313037204351,2.48728137058258,0,0
"E1399_103",0,1.41421835820315,0,0.0146782883045164,0,0,0.0044525216112121,0,0,0,2.07121852413297
"E406_86",0.0782105993618181,0,0.124724121560747,0.133373248206478,0.00351690798970186,0,0.147156142682597,0,0,0.016086230523414,1.92829970040507
"E1575_158",0,0,0,0,0,0,0,2.91070148185367,2.15125302499992,0,0
"E1006_715",0,0,0,0,0,0,0,0,2.18386666831785,0.00953554367173368,0.00212334844086678
"E1274_615",0,0,2.0169012140831,0,2.44776227891821,1.57157571163482,0,0.01248997687944,0,2.24997307118042,0
"E1932_793",2.30947318187586,0.0118056096522605,0,0.00979718480912192,0.0163346383109401,0,0.00453164732692503,1.4752954991364,1.9279564708413,0.00844705795329971,0.0095995788313984
"E1311_771",0,0.0321979228491855,0,0,0.0194355171361144,0,0.0236835625063191,2.39912958751999,2.26802848323555,0.00312762206086672,0
"E1163_724",2.44310154050441,0.034194104599849,0.000768897025275341,0,0.0502314379558293,0.012629606436755,0.0474382719681752,0,0,0,0.00272877535950287
"E404_90",0,0,0,0.0158222936874979,0.00289849765357994,0,0.049468538194567,2.39863016762609,2.42808960064438,0.0353344793329823,1.55765126667412
"E1625_211",2.24884419661505,0,0.347848169808977,0.185361261326148,0.173408353894209,0,0.0187870201450809,0,0,0,0
"E194_105",0,0,0.00351799251010558,0,0,0.0700440350932063,0,2.46247678361144,0,0,0.682216711702783
"E1240_701",0.0166264737947112,0,2.15166144468819,0,2.66190820465579,2.19712160278629,0.0119662519715963,0,0,2.22131555917663,0.0353105699892587
"E1229_646",0,2.09139368080257,0.00539680860789554,0.00230980752315374,0,0,0,0,2.2630498935014,0,1.91944122577307
"E617_242",2.911450134068,0.0630693327417911,0,0,0,0,0,2.32460997958545,0,0.0976310639210557,0
"E581_501",0,0,0.14542471596566,0.00162403213118961,0.015267874638471,0,0.100407788671942,0,2.47456765117813,0.272795069047258,0.0263000910030573
"E151_75",0,0.00763947820951261,0.0172132073819252,0,0,0,0,0,0,0,1.94101296409366
"E471_446",0,0,0.0291545154256948,2.29203710033935,1.61681473838178,2.82903392037256,0.1141128155011,0,0,1.97077098286493,0
"E1812_570",0,0,0.0313116227336372,2.31870812349174,2.39569289086297,2.33552984499469,0,0,0,2.85116887615193,0
"E163_86",0,0,0,0,0,0,0.0281338748024664,0,1.7081682143312,0,1.7890278375827
"E1059_614",0,0,0,0,0,0,0.0279614354302178,1.65207530506212,2.57431390410802,0.0860351606190869,0
