"","Dbx1","Dbx2","Irx3","Nkx22","Nkx61","Nkx62","Olig2","Pax6"
"E1331_314",0.00669505082958235,0.0137007846217702,0.0341033648423426,0.0260145647271863,1.4184522658453,0.000342509489276268,2.23485413274963,1.64848193099379
"E1697_288",0.00857045811647555,0.0477237672029051,0.029310765081215,2.00245624774064,2.19001792982421,0.0074386224714342,0.00270990834881241,0.0039076239358435
"E1826_59",0.293259778906767,0.399531710804947,1.53392448698847,0.213194882127074,0.727509700540679,0.824274797141539,0.822360754220038,1.69530451633942
"E1152_313",0.0230604001620748,0.0860158331217454,2.22305416637027,0.023898489839981,1.68117526282851,0.105948832105889,0.268668619419574,1.66697346827679
"E754_428",0.00281432522507104,0.0108286647046864,1.75022968285676,0.03386725904325,1.48731027468157,0.0440001700991238,0.000230549690835385,1.64238801117791
"E1029_189",0.017209921365799,0.00157721783446898,0.00169492464272086,0.0132554375740278,2.41207235126422,0.0437053924323503,1.2672168495505,2.1018288745199
"E916_189",1.78003476403526,1.63360342754931,1.24778423174234,0.0237062701547653,0.538229146609462,0.0461713091982793,0.816024211723222,1.74024857018908
"E1431_280",0.00320201686622711,1.31183709880278,1.93790283320835,0.00530726045981916,0.0150517791984421,1.90218197255432,0.00133803903605093,1.66554730025898
"E1002_483",0.00196858402157881,0.0166488663528625,1.67076556615156,0.0196661040057147,1.99341300488955,0.0616195591876402,0.05145014256602,1.61736792396657
"E834_380",0.014261752003413,0.0634515817688898,0.0454146113010505,0.012383099333234,1.85985819958334,0.0250164261768184,1.69807590922598,1.85872009098927
"E361_389",0.00343876168197023,2.00021387629218,1.71051680279972,0.000682318507580286,0.0797273668307175,1.97597938442338,0.00869335122621371,1.87779976154197
"E483_57",0.00668184955562021,0.00820208825352278,0.272725109861163,1.05231063837752,2.10662972342426,0.00588422382472067,0.322246135478291,0.484588403851548
"E136_495",0.00730692839294105,0.00757161976580968,0.0344468203382367,1.54380410632623,1.76406729230845,0.0258194042676144,0.0354558102884365,0.0220140900902958
"E439_75",2.03029498986214,0.0395266020654837,0.0335750542690557,0.30602924477009,1.89882534933325,0.636756290681601,1.36894260461357,1.89745752557665
"E1222_482",0.00349329013919215,0.00531217440389318,1.91104198774388,0.0617602413409374,1.52110616453288,0.0130174895278361,0.0246661844403871,1.62815053004485
"E752_88",0.000221896624146019,0.00303546065901948,0.816538497338412,0.054649865949337,1.73930326706137,0.0521371409957814,0.0771728686818432,0.964489812592389
"E1737_400",0.0129485951146938,0.0101238492775637,0.00503319087464973,0.0358401837504978,2.06090160004394,0.00455169620618663,2.12750550592137,1.96161326132505
