"","Coup","Emx2","Fgf8","Pax6","Sp8"
"E1667_105",0.111377589625272,0,0.872002554218749,1.60647789270893,0
"E160_386",0.00501425529260168,0.122071515346763,2.14556423975988,2.03574523196189,2.5500692295402
"E817_222",1.83437683957092,1.41041097244433,0,0,0
"E23_369",1.83269208498203,1.75537063887678,0,0.012366329349696,0
"E13_453",2.03399412739824,1.57695644966822,0,0,0
"E1783_280",1.96438015634059,2.08348430170853,0,0.00235679725240295,0
"E1882_320",0,0.0674880225427346,2.35181633767537,1.88413504587639,2.15220713255268
"E1285_76",0.472399051814726,0.0405158804674746,0.119952058194596,0.165902179304277,0
"E777_37",0.0632670645698114,0.0174445566871902,0,0,1.94906659321657
"E10_338",0.00657552376178541,0.00965547541390507,2.0352979714639,2.25448456249748,2.13906679864628
"E1270_153",0.755003469306951,0,0.410857315436574,0.512605455120918,1.05736524574337
"E313_433",1.87844250086838,1.95632130857001,0,0.00282269798446839,0.0146803718808517
"E1917_358",1.64183267591915,2.10638181914966,0,0,0.00207606176961679
"E219_338",0,0.00134898710808238,1.75766244982497,2.22331336039362,1.9052799990297
"E1296_311",1.78293383579091,2.5658191670608,0,0.0261196660144134,0
"E200_332",2.31358770274995,2.05874174361387,0,0.014154454856305,0
"E1312_184",0,0,1.40912745305318,1.68168796302559,2.45572620515273
"E974_403",2.29173883688485,1.761357145966,0.0275995512584532,0.00221603300547128,0
"E739_326",1.32274520371305,2.55274471569814,0,0,0
"E1943_471",0.0124181531910957,0.00655497175509973,1.9393555192165,1.39234889719805,2.24427848897504
"E617_320",2.08639279390053,1.94568023509756,0.0339489003743039,0.0123924134863383,0
"E1443_23",0,0,0,0.0092088639085177,1.60257564178298
"E1994_204",2.52176410541054,0.14436037574409,0,0.0067502356027232,0
"E465_137",0,0.0359875687307043,2.22917214548492,1.93851625513982,2.03355172547727
"E198_242",0,0.0155467968902906,2.01019002509657,1.72095030403591,1.96206398817859
"E1301_289",0.104568808112665,0.0631271406828421,2.54515923014078,1.70235272695478,2.15181301189605
"E416_24",0.00172836250915521,0.00114425131695534,0.0813037936188566,0,2.00923443352643
"E1026_225",0.0229373539322797,0.00231185901506158,2.37641475957357,2.158940513961,2.11552337138757
"E1461_498",2.17085537544258,1.90702752231573,0.000178328915914406,0,0
"E1466_335",2.5818446593091,2.39802808384254,0,7.41210013580022e-05,0
"E1430_64",1.56511794844478,0.0541172416020141,0,0,0
"E872_276",0,0.0477584363516683,1.84525733535933,2.56391048929101,2.2316537944138
"E738_437",1.65186237492255,2.22697920819152,0,0.00771323758603525,0.0341340474595021
"E1361_176",0,0.0373679512065679,1.67769178396438,1.47848602508192,2.15065437239192
"E1074_129",0,0.00877676833859263,1.76409582620029,2.18583396019365,1.35485515863742
