"","AMH","CBX2","CTNNB1","DHH","DKK1","DMRT1","FGF9","FOXL2","GATA4","NR0B1","NR5A1","PGD2","RSPO1","SOX9","SRY","UGR","WNT4","WT1mKTS","WT1pKTS"
"E761_738",2.2989897301982,0,0,1.62509848672349,2.52152565197398,2.65534420770503,1.52622902953885,0.00420590772063687,2.03305543107407,0,2.72693916793084,1.8448185727865,0,1.60502432631932,2.85660469001949,0,0,0,2.60970004516939
"E15_398",0.0166461640994959,0,1.85710055469628,0,0,0,0.00690884718933683,2.27724784724769,0,2.47046199134115,0.0557101658328695,0.0170979844723346,2.1809176345477,0.00986292672002828,0,0.00344793234329527,0,0,0
"E497_487",0,0,2.43942049708676,0,0,0.00735522934902499,0.103897788981771,1.84992607851564,0,2.26611714839057,0,0.00559345077870569,2.26766140038109,0,0,0,2.04488751648376,1.77628146994759,0
"E1575_752",2.06920301676928,0.00660358095442341,0.00604861189957747,1.84624123744742,2.40575467994713,2.25290442138909,2.3117345479808,0,0,0.213429559799617,2.36111732225223,2.25387093565289,0,1.89898058520405,2.09021359302727,0.0197062593663892,0.00651672616954332,2.32097837561592,0
"E1551_145",0,2.42997018394386,0,0,0.0266209896503782,0.00118797545619098,0,0,0,0,2.35056603788264,0,0.102907950161703,0,1.32681895474231,0.322363083944844,0,0,0
"E1713_251",0,0.0153997430940978,1.38617184511833,0,0,0,0,0,0,1.77711580313509,0.395294166642732,0,2.02437330676453,0,1.64401148058044,0,2.29687304466959,0,2.31975300038773
"E386_765",0,0,0,0.00573260950134438,0.0138919218148922,0.00839901160830639,0,1.88907311015687,1.48757580630165,0,0.0230788165960276,0.0907530917883602,2.6410569173353,0.110846359160421,0.00322156323166949,0.0272816937541517,2.79312824639645,1.79072417321422,0
"E157_771",0,0,2.42671097365976,0.0330872120984312,0,0,0,1.80684265062453,2.27797074589124,0,0,0,2.85623454985559,0.0043952507470442,0,0,0,0,0
"E1898_344",0.110651610850093,0,1.76154751193139,0,0.0218199532566575,0,0,1.39914874035895,0,0,0.0319245155488261,0,2.30397222278638,0.00746562264204965,0,0,0,0,0.213995540775708
"E55_622",2.66858361652333,0.00605173575559365,0.0336897235155818,2.44489149879829,1.94527696559178,0,1.66182042185083,0.0482923602217097,2.79829987669969,0,2.12872841000396,2.1173206095679,0.0540275523862711,2.09659083318688,2.5146640679567,0.00187879305278837,0,1.6680671033295,0
"E884_665",0,0,1.95020412625,0.00494291627108965,0,0,0,2.23379226140367,3.01686162225555,2.2585514941114,0,0.0453208828443305,2.11463544760156,0,0.00339004048685194,0.130589956737168,2.32004215964019,1.72941778423413,0
"E1196_416",0,0,0,0,2.07326308312169,1.77922094890964,0,0,0,2.04476616345281,1.27832209382462,0,0,1.26648960820984,2.19556571580836,0,0,0,2.23662707933887
"E376_646",1.87816753974186,0,0.089726499555507,2.54371438357258,2.51014804256693,1.97736631512892,2.47527749263969,0,2.26528444717002,0,2.11402407191253,2.24019912408242,0,2.46353514902657,0,0.0294549715498553,0,2.41656532681497,2.372260012056
"E1224_494",0,0,2.00555538885396,0,0,0,0,2.31982977063093,2.42768226260157,0,0,0,0,6.72951316131785e-05,0,0,2.47451742184028,0,0.00665980886352049
"E1061_464",1.449213377046,0,0,1.68946400528815,1.99432119962237,2.03715191419599,1.91093638960833,0,1.92889627753006,0.328305951248446,0,1.9308123941582,0.00740187856126474,2.66455732429728,2.07712410640427,0.0346980979872034,0,2.32263496449303,0
"E1013_497",0,0.000394577527354825,1.81365626866927,0,0.00536137568541156,0,0.0012295160816911,2.71786319871275,0,0,0.00426499629495199,0,2.04453051268197,0,0,0.00857936281105655,2.31445328379979,2.58434641108458,0.00407898511782168
"E1804_320",0,0,0.034133433173655,0.000917185905181159,1.98390513223903,2.74970387992198,0.00358427804783851,0,2.27993760574171,2.25530185061735,0.187634065398684,0.00306847384957295,0,0.21207989035072,1.86562489734265,0,0,2.52770095958471,2.58696129285636
"E771_798",0.0233494737505503,0,2.23889679116415,0,0.0127842747521026,0,0,2.16994001053538,0,0,0.0449523441413181,0,2.41294582194433,0,0,0,2.15537725944474,0,0.0077491280334871
"E1786_429",0.0573885056238213,0,0,0.0919487800014713,2.55759976665226,2.19079977385682,0.143672282538929,0,0,2.22470507428466,2.09896026056634,0.0292379253762392,0.023611070987307,2.25606564568226,0,0.0350880705601336,0,2.37446020134344,2.11323856671734
"E1145_128",0.0237322874158404,1.21423874615146,0.132993779751292,0,0,0.00956558920176745,0,0.00241570647165047,0,0,2.31352803264946,0.0139388209526499,0,0.0301843656900292,1.4275352078095,0.256586740919424,2.65024907789899,0,0
