"","Coup","Emx2","Fgf8","Pax6","Sp8"
"E117_269",2.36892097859534,2.49189093079344,0,0.00121778349143391,0
"E93_467",0.00420486632625712,0,2.26314681543622,2.44645804613844,2.6926098016108
"E1547_36",0.138922403329229,0.00729699652418723,0,0,2.51200061444927
"E1702_235",0,0,2.32330662892411,2.46296550066411,2.88182305883202
"E877_281",0,0,2.28378773042754,2.03583549053672,1.78311518738141
"E119_313",0.021512034321122,0,2.89784270383767,0,2.23070490144365
"E574_319",2.08909423587692,2.0235591709622,0,0,0
"E1460_152",0,0.0048156375033539,2.89612520679985,2.19922853627789,2.52139567191474
"E91_263",0,1.86155092294254,0.00639304181695714,0,0
"E83_443",0,2.79106310934153,0,0,0
"E1986_463",0,0,0,2.02341898652672,0
"E33_163",2.56615012110309,1.81298443873511,2.73276340161246e-07,0.0172411770890771,0.00571633244757173
"E643_284",0,0,0,0,2.49142289966968
"E1762_375",2.20032882656647,2.92451049032582,0,0,0
"E981_376",2.52120898612986,2.06515313777366,0,0,0.0374203169956996
"E761_124",0,0.0901198282992624,0,2.27100457159662,2.27153257621906
"E1742_451",0.0173177037440372,0,2.42031798127358,2.10538424240874,2.75780436012318
"E286_11",0,0.00108587409544989,0,0,0
"E1943_229",2.19026845461073,0,0,0,0
"E151_459",0,0,2.20323735980257,2.76554106925353,0
"E1853_355",0.0185868792950792,0,0,2.24851750066825,2.18358869152638
"E755_260",0,0,2.37623735796122,2.31525673427118,2.26342293280963
"E23_397",2.92310332747944,1.70289212861815,0,0.000784114493733407,0
"E1820_9",0,0.00291420226519203,0,0.00275849515700941,0
"E1911_255",2.27355645986552,2.08159794754114,0.0036027914068305,0.0058376672238027,0
"E1778_491",2.68218321720984,2.1248386071486,0,0.00687306195914508,0.0011725528642583
"E511_409",0,0,0,2.58336150697995,2.51950036813245
"E1146_171",0.0219708887111631,0,2.18142285715219,2.01141767530555,2.3189175776369
"E1305_215",0,0.024645145009976,2.13318416736226,2.03790921051092,1.96004314617484
"E170_132",0.167709550273358,0.0157350892800823,0,0,1.66985407368764
"E1403_271",2.25794558568743,1.74291589240604,0,0.00020792302049065,0
"E1750_188",2.25591953350502,2.95019188577957,0,0,0
"E1520_73",0,0,0.401344695090702,0.63928606539441,0
"E874_315",0,0,2.36835244647083,0,2.97349393993698
"E1327_442",2.05186932382286,2.03828535637407,0.00750682868737045,0.0428458901582619,0.00324219801644236
"E1049_464",2.28209891183694,2.33181570740771,0.000317776379932265,0.0185553915642439,0
"E1528_318",0,0.001111236968966,2.64119391898176,1.93155086624367,1.89957633710409
