"","AMH","CBX2","CTNNB1","DHH","DKK1","DMRT1","FGF9","FOXL2","GATA4","NR0B1","NR5A1","PGD2","RSPO1","SOX9","SRY","UGR","WNT4","WT1mKTS","WT1pKTS"
"E166_163",0.0157781383411471,0.291292616651109,0.127753223578787,0.00140891398018374,0.112666935342052,0.00616491704898902,0.0162396321686804,0.00473822842185184,1.66025481222604,1.70493707770523,1.7253290850346,0.0262768071786055,0.120069118998908,0.0282633957847198,2.09102928898279,0.00653877953504377,2.26282472879924,1.82989355667796,1.52605279474953
"E820_188",0.0121603406979808,1.95488986677199,0.271186490458524,0.00153923210288742,0.107552102974336,0.00658577258540377,0.00913769391138055,0.0271650536128662,1.9220286896167,1.81466023266208,2.3825947208726,0.0101613013086681,0.143696811132488,0.0567717824144158,1.77873330912857,0.0149003058832843,2.09354505715219,1.47817661138922,2.44125088255761
"E217_667",0.0107620559188024,0.00911712764304558,1.92707950092325,0.0378190835138944,0.0383402321026202,0.000306561345913753,0.00205992410377432,2.90195446497245,1.78922331414435,1.75711458236045,0.00245786106046381,0.00511061623268325,2.33202793921777,0.0170003738516064,0.104629575424417,0.0101533454029949,2.00125346291699,1.84455083891921,0.0216044956505463
"E1808_595",1.3473744789081,0.00610600406788809,0.0013097479548755,1.54356169702081,1.90278137603177,1.38224015822103,1.46717230806744,0.0018015485096612,1.65973926383878,0.924235141357119,1.29248318596287,1.1341272918974,0.00261342351671934,2.10900380082536,1.64127524451751,0.00741512944776488,0.0114590117078732,1.65310252596999,2.15379666035754
"E152_767",0.000618326823798265,0.0611643115929486,2.51160165037177,0.00742135801313607,0.0112873401835281,0.00523039764698948,0.00175980184159283,1.81511081044207,1.9291771040397,1.83299676524476,0.447765629586242,0.0396796154270149,1.90828468227909,0.0178316063611223,0.0277331761387934,0.00879870223529924,1.5674880239277,2.08328487843645,0.0914335168223516
"E1043_780",0.0030838555408303,0.0230311906720152,1.60864659014991,0.00153673715625212,0.00503057988944554,0.0524459492998311,0.00119198481765189,1.7966415094573,1.67441745697673,1.92780445190871,0.0646419886768524,0.042554713402411,2.12017193812505,0.0325136491505132,0.00986170829440481,0.000522459279579745,1.8938508210028,1.77753475702424,0.00262786714018405
"E1198_730",0.00341018518911566,0.00894499194976402,1.98387075204531,0.00912109816324731,0.0224441061066375,0.0126690766580505,0.0194791409710509,1.48391098218051,2.74959037521111,1.38398010735979,0.0106980465829777,0.00239244687167715,2.16415535885869,0.0168606210393053,0.00400937953318754,0.011743469588177,2.05331686542872,1.83789999291476,0.0730373683333428
"E1232_728",0.0102694118431606,0.0419955844347735,2.30014627635435,0.0429473646841798,0.0173121581257385,0.00417491704930543,0.0112786995431356,1.81608162358757,1.7364798742661,1.88876980346538,0.00441835573206485,0.0291385045016524,2.1978554430733,0.00197318644806128,0.0178559303323947,0.00800353732659268,1.70301400846082,1.97850470104715,0.00460720501846415
"E265_692",2.34404125014797,0.00647906257705347,0.00348941456651563,2.91618025461363,2.30921215576823,1.79451644591873,2.25766360030835,0.0121201978146547,2.16151434512925,0.0593208304662016,1.8417433404827,2.23762833662357,0.0182888282362006,2.34129122528263,2.51470758421587,0.0124091916551888,0.0508511168386711,2.18772561288861,1.83752481605453
"E9_243",0.0513640397589967,0.0190663331032409,0.0388782571267843,0.00273107415169254,1.82149281107827,1.92937241010755,0.0123110793873142,0.0363817630264956,1.69723581940719,2.12427185833715,1.01852387006149,0.00310789732002762,0.323904285803629,1.08583708166862,2.39591765033154,0.00592644621597859,1.8826210611259,2.21403841337925,1.90954620485068
