"","Cebpa","EgrNab","Eklf","Fli1","Fog1","Gata1","Gata2","Gfi1","Pu1","Scl","cJun"
"E1306_355",1.36340488061732,0.0025876800763513,0.012602776019926,0.0216976689631033,0.0329706669232706,0.0128521735173252,0.0407870737083717,1.4766906410392,2.20256583816379,0.0147639793900429,0.00592701625670135
"E1626_632",1.56189154360243,0.019122325617327,0.0054365201510994,0.053635113695734,0.00200727783945494,0.00684141534395107,0.00486248466237458,2.1139890763812,2.51550115383765,0.0698388539584356,0.00836137048355677
"E935_223",2.32651891373163,0.00499261232429356,0.0226985977759844,0.0162482869919461,0.00238928262088045,0.012862456459796,0.00235128898138283,1.829278227827,2.42337534501803,0.00168867004638807,0.024742508985192
"E764_434",0.000880997346198564,2.20547241825452,0.00692339452809838,0.00483532682350707,0.0813242672369622,0.00997496183127587,0.00384521865372209,0.0143954228198781,2.81245139715232,0.00158367932658536,1.92472048040882
"E1097_712",2.25920989086273,0.0453514752518345,0.0273980673174468,0.000514551633269938,0.0133992427336275,0.084359684333225,0.00599454300489285,2.37961083631312,2.39912124887192,0.00531115457571678,0.0113522837051572
"E1445_536",2.3459786196535,0.0409778405183487,0.00922255715052515,0.00654152311887592,0.00194926739632651,0.0761525290050592,0.00984222258269337,1.94274583872506,2.02254514921435,0.00899545818118842,0.0271349969685291
"E588_738",0.00182908119260229,2.09851384162699,0.0387223790924287,0.0101839400269484,0.0286639063107508,0.0206734102396328,0.00742170307805537,0.0121360221907715,2.14829191024637,0.0621010917446835,2.38789976048648
"E356_409",1.74051118253295,0.450253829279585,0.0349200714293072,0.00379258555057209,0.0103286170969505,0.00300241314688099,0.00661071412243202,1.95623399363504,1.71026623607867,0.000635119302981378,0.151639982280976
"E1786_10",1.46835117701757,0.0686325234439389,0.000794923410831722,0.00409206604563785,0.0111241162418377,0.214388373693257,0.315073806004256,0.543442179371005,0.794804772866088,0.030219258368745,0.614943502531096
"E1135_16",1.09907469552627,0.0282845311624686,0.00119108361628273,0.0013245978397381,0.000759204108613457,0.210736206168082,0.565861542600322,0.907998477066746,0.42846303545944,0.0096360079253184,1.03253665625426
"E1298_788",2.49691015761663,0.017251682417627,0.00718213810731368,0.053668463207174,0.00182537413349575,0.0203345413412881,0.0293416614004834,2.27080925317171,1.50774584740675,0.00118049219959079,0.0631245909997961
"E1080_675",0.0149265388724415,1.75384629922447,0.00488581691429298,0.000299117593651205,0.0122247761331636,0.000803067856202938,0.00892166366788421,0.164339401206083,1.65952066789446,0.0120249449388482,2.5157512835441
"E1962_758",0.0290387632142968,1.14904568001102,0.00514169672589139,0.00766619706225375,0.0703277896788544,0.0284750541969248,0.103458093504311,0.0335276882103897,1.47652227057228,0.000279828399704645,1.48675787744015
"E1889_200",0.0152990034214963,2.15431533387859,0.00446491459238807,0.0364139164564243,0.0444536464979736,0.0138800998590818,0.0379079138265016,0.00472978377475285,2.05136411704263,0.0139307293260345,2.34016554367415
"E1585_554",1.75591568799311,0.0260173944710218,0.000450575074799944,0.0086042404826163,0.0131193195241468,0.0053714639176119,0.00315032542927884,2.25358301421121,1.73160445673998,0.00749495667340414,0.000370987352596781
"E334_626",1.57904830404009,0.00616669530666318,0.0280549914609364,0.0937357547095112,0.00307955596183724,0.00623733347982384,0.0372161459164122,2.07522076899683,1.69803004088435,0.00191811951154652,0.0210793113458159
"E12_533",1.81690549919792,0.00250500153702077,0.00315761314380022,0.0295932636848919,0.0100068856514497,0.000805215167006959,0.00504396805903143,2.3644111344917,2.23273028757118,0.000843405108369862,0.0835219354039152
"E993_774",0.0174838054258134,2.01504112502867,0.00628418155992125,0.00427388295850996,0.153982541627871,0.0140994382444667,0.0281285772730494,0.0392673287525933,2.55113061257592,0.00124530467078826,2.49823551589609
"E353_556",0.12242191045237,2.55132463672505,0.00386865660830463,0.00351806356304301,0.0500692443906954,0.0271257157586392,0.0227316254905358,0.0252597704191309,2.22192162641078,0.0184456713671027,1.47505056045827
"E1604_215",0.00581828720161389,1.51032232994861,0.00383564689363805,0.0219513815251317,0.0055518377305782,0.0255779873701801,0.0243670165803089,0.0171133958650024,2.4802608478137,0.00631736739436569,2.34501926015237
"E269_128",0.0175913786577833,0.298159617289526,0.0214281086590298,0.00215746393010489,0.00675506862091632,0.015542203454238,0.118877038099125,0.0112186926612161,1.56457537891074,0.0040479108079506,1.7846802040701
"E975_555",0.0158741275658506,1.77507245045569,0.0765973251346367,0.0220596620054765,0.127169836991477,0.00272528638681882,0.0156215415974863,0.00341607868664779,1.71519533054981,0.00373934072724702,2.24213407161885
