"","Coup","Emx2","Fgf8","Pax6","Sp8"
"E950_416",0,0,0,2.19853382834715,2.30629303222484
"E388_201",0.109152135749237,0,0,0,0
"E984_309",0,0,2.00903945832419,0,2.27308329870863
"E408_137",2.36183663255434,0.208232789405556,0.00308559922714245,0,0
"E181_67",1.06164390581995,0.0274827056980497,0,0.337521054371662,0
"E1905_215",2.22247716922895,0.414328406121426,0,0,0.0239079971557295
"E1487_496",0,0,2.04477648540444,2.00868395979335,1.83511878806065
"E26_253",0,0.0856065729176361,2.58354055306146,0,0
"E1615_111",0,0,0.182015224786263,0,0
"E135_262",2.10390553975044,2.46413200202066,0,0,0
"E1894_350",0,0,2.6367522657091,2.13728681918765,2.09061529244149
"E1424_100",2.16333290461079,0,0.00747352132805434,0,0
"E1061_209",1.44304124313276,0.112540047720047,0.11654316608665,0,0.00283771931524198
"E882_482",0,0.104253986096525,2.11493807185039,2.13648542044692,0
"E917_12",0,0.000280223929889845,0,0.00372165466851636,0
"E230_426",0,0.0772723758271196,2.62139780276683,2.14825555978412,0
"E1628_458",0,0.103022486796144,3.72529434646519,0,2.51989899760678
"E1245_245",1.68259265631717,2.6015656564644,0,0.0728214680940835,0
"E952_238",0,0.0169064093132783,2.62991817883757,2.30186330510848,2.22275393372053
"E1828_423",1.97644534322828,1.88176705646974,0,0,0.0211287779413022
"E442_51",0,0,0,0.195577255053271,1.39086111348471
"E310_64",0,0,0.189553758699927,0,0
"E1322_238",0,0,0,1.89319917914497,2.0174244892283
"E1629_483",2.35513982905411,1.95261598261102,0,0.0140649801189859,0
"E289_203",0,0,2.13647594507437,2.06704534213766,2.37406284411964
"E1340_453",0,0.00100126548661596,2.29303456323145,2.53079340736392,0
"E673_169",1.93236317619078,0.954685220148046,0,0,0
"E21_372",0,0,0,2.87492253369739,2.94383198937998
"E304_99",1.65652909064748,0.000961545800755962,0.0741630819882141,0,0
"E1375_172",0.0072312663531484,0,2.57969998528573,1.56175410566488,2.59146146864375
"E529_76",0.122885473871785,0,0,0,2.3288482350866
"E1000_483",0,0.016513015892036,2.02193926337543,0,0
"E1974_252",0,0.0102875017361139,1.77255592854456,3.22289351824513,2.14838431746798
"E1842_478",0.00116514656991274,0,2.18974844151037,2.01572053101278,0
"E1854_462",0,0.0018067312514841,0,1.85314849953494,2.61535215681057
"E336_172",0.0628903257851988,0,2.64644212611,2.25408300131955,2.17587145134208
"E928_31",0,0,0,0,2.88355306623004
"E472_97",0,0.0377914118577616,0.306343650440598,0,0.0617626244213127
"E423_195",0,0,2.09696409493686,2.41055159048371,0
"E1267_192",0,0,1.68246704462923,0,0
"E1930_233",0,0,1.71309585043945,0,0
"E1881_214",2.1080582785912,1.28461051740738,0.01091981154972,0,0
"E464_54",0,0.00362676887354557,0,0,1.99786302154011
"E239_344",1.9276351731805,2.37365152929721,0,0,0
"E218_126",0,0,2.46019514311317,2.43595710584415,2.5589901558815
"E962_365",2.69510415016323,2.00517724516491,0.00881918197862925,0.0091590347046242,0.109057185042228
"E14_384",2.38274360174973,2.47396358448469,0.0152812496764726,0,0
"E1918_230",2.15958172327057,1.94632844245554,0,0,0.0501212765937641
"E795_499",0,0,2.18739664545853,0,0
"E170_138",0,0,0,2.11077063008183,0
"E353_70",0,0,0,0,0
"E522_483",0,0.124952910003577,2.08866467013213,2.61829565968862,1.88206103063511
"E270_243",1.7983881222725,1.57042545153474,0,0.00495003948210514,0
"E772_244",0,0,2.08103865268851,0,0
"E95_135",0,0,2.6093626089488,1.772024925086,2.37120107369767
"E1589_326",1.17244154239394,1.96608656255247,0,0.0101470540292891,0
"E1532_47",0,0,0.0381464165065444,0,2.28487204294513
"E1240_206",0,0,2.36069127603113,2.49962104728162,0
"E1455_391",1.82734242766612,2.16178704958648,0.00414224008872813,0,0.0253396641238381
"E886_409",2.44690297909346,1.98531999325865,0,0.00287847638203884,0.0409324593245123
"E1899_277",2.51945400296526,2.01265202350182,0,0,0
"E650_283",2.66344173228448,2.20457939327327,0,0,0
"E1811_475",2.68929631608084,1.85896544074089,0,0,0
"E836_395",1.92212789464442,1.93426843296558,0,0,0
"E1121_169",1.9280243746121,0.532048724088974,0,0,0
"E470_206",0,0,0,0,2.16644116516602
"E1523_272",0,0,1.99079442265786,1.98948406846695,2.1888198405666
"E1116_344",2.12184440630157,1.73298290214354,0,0,0
"E228_226",1.81549846646963,1.57929425834483,0.0160608737447883,0.00733235438992026,0
"E970_173",0,0.0421168464711448,0,2.43921877604832,0
"E456_350",2.10293193844726,1.99809353033335,0,0,0.0338355243441678
"E1152_363",0,0.00541826235374414,2.08119450299532,1.9297246520111,2.6072474761243
"E612_445",1.7070851014465,1.77012080946489,0,0.00469911433117557,0
"E702_15",0,0.00323441596780174,0,0,0
"E1352_350",0,0,2.22543419245922,1.3522740307753,1.8713779231324
"E1009_482",1.87333186616737,2.28157468766723,0,0,0
"E1056_103",0.0120869945800037,0.0654591102621242,2.2236971315438,2.72020227690148,0
"E888_366",0.0499624826108556,0,2.33331878795967,2.30333736819331,2.3162982548212
"E1583_285",0,0.000120680823673618,1.957926982885,2.00417897946325,2.38222852387485
"E1010_241",0.00513702067073325,0,0,2.08334633135427,2.1601171805131
"E662_122",0,0,0,2.6967869615564,2.83320256840627
"E808_490",2.36431354647014,2.408513209603,0.0147694480070152,0.00679098927503875,0.0048348046609744
"E1942_134",1.69987841409102,0.0566281461008344,0,0,0
"E1850_151",0,0,0,0,2.0297968627473
"E513_66",0,0.00263943717942291,0,0,0
"E1911_354",2.50569195293105,1.70627833263323,0,0,0
"E252_309",0,0,2.10358982325962,1.90877027775564,2.40740927451917
"E1354_335",0,0,0,2.32593240789088,2.31781183721232
"E163_14",0,0.000828843616267331,0,0.0322991646716666,0
"E328_136",1.68788751397824,0,0,0.265763268888966,0
"E528_383",0,0.0146799322492114,2.45753207891975,2.53779205856052,2.54184024219346
"E1339_299",0,0,2.19004186696264,2.6957470236757,0
"E1746_371",0.0065384768582125,0.0134673733260897,2.09203333148363,2.39931297318948,1.94034594852406
"E1055_306",0,0,2.55718940287363,2.06323809294849,2.05482802578972
"E747_258",1.95134050905808,2.12325937359713,0,0,0.00780891858885015
"E894_319",2.04441637641851,1.3188770098255,0,0.0321200125305817,0
"E219_373",2.62212295412027,2.4442563459868,0,0,0
"E1386_482",1.71442039747065,1.95699365221497,0.0142027162373707,0,0
"E1549_192",2.22161500761355,1.51729397833246,0,0,0.0115305820503369
"E324_35",0,0.0433195978548173,0,0,2.17141365140384
"E234_171",2.12556908591136,0.768736458602814,0,0,0.00388474173936862
"E114_339",1.9784247318231,2.3326692178553,0.0319022307466306,0,0.00456600105778626
"E418_161",0,0.0194875165532177,0,2.21468930594433,0
"E875_120",1.33780181007853,0,0,0.534890657854898,0
"E944_419",2.09924805068056,1.98086082941201,0.0985720790291449,0,0.0252017968486883
"E1530_423",0,0,0,0,2.8231954052632
"E381_330",0.00207440289382108,0,1.61286626031236,2.31210382280879,2.24819416327947
"E672_202",0,0,1.85120398006047,1.95375984913553,0
"E626_292",0,0,2.29626639863457,2.17766731909693,0
"E395_73",0.0257990514979514,0,0,0,0
"E397_337",0,0.00374448661804006,2.5290254553824,2.63929402748466,2.28054934554906
"E1216_300",0.00354152107152798,0.0275969460409686,1.87428072583671,0,2.30807350206662
"E1292_284",0,0,2.1141234582439,0,2.1424717709843
"E1266_126",1.65338650864755,0,0,0,0
"E1311_219",0.00824695270185551,0,0,2.06727818872849,2.45950070970615
"E922_192",0.00470038857154183,0,1.66180303770309,1.97446149436362,2.19408730823896
"E628_272",0,0.0438896111182609,1.62752806809055,0,0
"E286_161",0,0,0,0,2.29006951963274
"E1495_162",1.7235660582589,0.749082082261644,0,0,0
"E1150_104",0,0.111393500166155,0,2.16975886863756,0.763226447170238
"E116_286",2.05029588492756,1.35789491424477,0.0110371357862273,0,0
"E1038_188",2.31793925270824,1.89402606943577,0,0.00197258577079001,0.00356663510034951
"E1769_183",0,0,1.95432917909106,1.68153446604624,2.55591040015772
"E1287_265",0,0,2.20676820243006,2.24048946268848,0
"E1566_219",0,0,2.06900553311226,2.19162194995829,2.27443597098036
"E791_434",0.00455844474336833,0,2.31971106827967,2.01253453530255,0
"E255_265",0,0,2.2196426395395,2.37446749274478,1.99174470694973
"E1361_322",0.00138556787095464,0.00108797568371588,2.98461629591041,1.80935512343903,2.12351038674777
"E580_292",0,0.00220028153814981,0,0,0
"E1094_54",0.105277912436093,0,0,0,0
"E1904_383",2.35949120019426,2.84247414774379,0.00437970220442367,0,0
"E1944_83",1.59612507269162,0,0,0,0
"E1_341",1.89549506748006,1.89249891940092,0,0,0
"E136_367",0,0,1.83475895531958,1.57933522407053,2.48835314925564
"E1083_231",2.30911877682392,2.66566553617042,0,0.0166175647092605,0
"E319_425",0.0381380231324126,0,2.14006240448156,2.74345079426134,0
"E826_75",0,0,0,0,0
"E1442_337",0,0,2.26473427527331,2.16260401362129,2.17196681433266
"E621_436",0,0,2.25666690744316,2.63652065200775,2.2724858347881
"E966_114",0,0.0151187276475454,0,0,2.45787298775904
"E63_199",0,0,2.21991463387906,2.14860866227308,0
"E562_126",0,0,0,0,0
"E523_286",1.96396755224839,2.50735126197203,0.00905382271248079,0,0.0029269470800999
"E1516_201",0,0,2.33113198052064,2.78728659990478,0
"E1297_273",0,0.00441269215188795,2.05135547883075,1.64904797954954,0
"E794_4",0,0,1.69477778000911,0,0
"E299_286",0,0,0,2.03941614321246,2.2916556296123
"E1955_348",3.10108969118387,2.18411145210162,0,0,0
"E514_254",2.19015788289253,2.31567961817975,0,0,0.0173642922766027
"E1030_468",0,0.00298620660197371,0,0,1.76977048782539
"E1503_335",0,0.0153937559294251,2.5555267940579,2.59701543097086,2.10203525011533
"E1616_285",0,0,0,2.08025595948848,1.90424836993088
"E84_132",0.000295604270114725,0.00047517218340936,2.39695857854628,0,2.06833006893364
"E1432_218",2.16115479056186,1.81496037107608,0,0.00676799698845666,0.0346365104482842
"E1958_323",2.48732766831809,2.44326810011728,0,0,0.000759969333099145
"E1879_348",2.67071243358093,2.57051548818144,0.1641026626567,0,0
"E469_486",0,0,2.4271626866168,2.72785058320669,1.94633011672605
"E885_483",0.0131966005876894,0,2.15535800266696,2.21971173430607,2.07845109846575
"E748_348",0,0,2.24023764909395,0,0
"E435_472",2.57972787160577,2.21612320203999,0,0.0108780235142932,0.0217231882746646
"E856_301",2.17045910605345,1.82163830623999,0.0100797731381945,0,0.0060933363394023
"E1684_470",1.94495961938073,2.11611959948355,0,0,0
"E853_319",2.14315270257987,1.60416002822347,0.00248469739458596,0,0
"E1866_28",0,0,0.359485436357693,0.0109093115010026,1.93440298905548
"E38_292",0,0,2.04445833157035,2.22742899141795,0
"E1314_290",0,0.011479202431945,2.10243304110624,2.51439732103295,2.15395355951499
