"","AMH","CBX2","CTNNB1","DHH","DKK1","DMRT1","FGF9","FOXL2","GATA4","NR0B1","NR5A1","PGD2","RSPO1","SOX9","SRY","UGR","WNT4","WT1mKTS","WT1pKTS"
"E1548_324",0.00290932770374588,0.168192407535894,0.368903246300516,0.00661120144331058,1.14270325334816,1.03935302165835,0,0.00636814371542576,1.89634931349367,0.854082711667945,1.78623296606483,0,0,0.174486792862377,1.70462214722491,0,2.21893461420554,0,1.74451795029868
"E340_673",0.00303971882049681,0.00454016457479013,1.68178922604255,0.134808120485033,0,0,0.0125555537269612,1.53805563895411,2.14643686870907,2.20846868003794,0.116930273706289,0,1.46417935435484,0,0,0,1.41708383394084,1.73130501316685,0
"E1702_686",1.60569611131676,0,0.00543385472554445,1.30174235719605,1.1607472992009,1.68835264468616,1.59492520411367,0.00371734898780139,1.5147576311151,0,1.29464719311985,2.13598261328965,0.00398103091692319,2.08545871223661,1.4780404636045,0.0491826664137806,0.0473778426815653,1.64222832664178,1.48104117396999
"E1949_156",0.0185899232078356,0.00137015554527836,0,0.0120338205748206,0,0.00963125432400416,0.0262800936835864,0.0107617174422941,1.57300621562094,1.46470728291637,1.86090336437636,0.00140296381229256,0,0.000670210258813184,0.683739599735239,0,0,1.45475492434635,1.6079484630741
"E1633_634",0.0431916042528897,0.00354210085895306,1.7299656817982,0.136107156067543,0,0.000632304324252175,0,1.71356646738568,1.97558555811961,2.03700203000158,0,0.00299929922613397,1.45294499124765,0.00611892452815848,0.00932765152110689,0,1.76065866914406,1.43093364446632,0.00799338958925002
"E128_264",0.020711074439823,0.012531288683194,0.467047421206512,0.0563551915843692,1.31452515122986,1.44946223726871,0.0395350166650341,0.102003003660119,1.88157450396289,1.73075893755615,0.0269034758152364,0.0315937500786794,1.84790284043581,0.0138395064807327,0.981336435688398,0.0504899298003758,2.63162467675074,1.74254477089228,1.69634079488186
"E1186_193",0.249016674774914,0,0.0145854607454703,0.0278848908355939,0.0242231852232007,0.0302440458968223,0,0,1.37696875917419,1.63146295061239,1.47752591283239,0.0317507269963995,0.00589282986891041,0.0697057076429818,2.06799746441473,0,1.63224769724587,2.5724157830885,2.21566048129848
"E858_193",0.0121090797387173,0.564863312596026,0,0.0160677362537376,0.897867479273553,1.17141283614976,0,0,1.69475136193592,0,2.06941500777925,0.0175804130954144,0,0.671431277560548,1.86161803973929,0.0317139151452213,1.63450964557515,0,1.94137291227042
"E1622_143",0,1.69035997889321,0.0131047560133985,0.00285868661694733,0.0172412356936309,0,0,0.159790874666516,1.67359337500765,0.595312386283413,1.46786044522228,0.0214535414756635,0.0597021941381637,0,0.688547872279986,0.120467696473046,1.06423010524144,0,1.91338886688562
"E36_116",0.0164518417244272,1.47451631569959,0,0.0100450582853337,0.0489686420149361,0.00455141009306961,0.0216250063432776,0.000474417453732446,1.97085729290684,0,2.18249957474226,0.00334041443871736,0.00734558283296737,0,0.304526301942524,1.61356825098123,0,0,1.66245045917191
