"","Cebpa","EgrNab","Eklf","Fli1","Fog1","Gata1","Gata2","Gfi1","Pu1","Scl","cJun"
"E516_129",0.0542055556091445,1.03638750930827,0.00861960291576139,0,0.14127674070631,0,0.101450754418768,0,0,0,2.07538063915964
"E1045_285",0,0,0.0170932954691757,2.053056422379,2.19453166660131,2.16192977745616,0,0,0.0123803303711644,2.01710432688555,0
"E1682_175",1.87765552218416,0,0,0.0159535533643233,0,0.0140089502546815,0.00922956612069123,2.66208007351777,2.19743459126274,0,0.0608142445925872
"E313_701",0,2.40194923036818,0,0,0,0,0,0.00473650276196436,2.30618530554144,0.0102712214692484,2.68561648038317
"E1363_289",0.00633250506900911,2.43450970948783,0,0,0,0,0,0,2.58095761160174,0.0386109034786053,2.07278986738429
"E1994_595",0.00284778499473878,0.0884841433285375,0,2.1874106945881,2.78512223313544,2.83471703303409,0,0.0196274216942371,0,2.71307469127821,0.00715779435923861
"E1985_527",0.0133968162360282,2.83563680665623,0,0.0489928771999866,0,0.00326653313627582,0.00986544045375922,0.0268064609423371,0,0.0186845435329969,2.15698993224178
"E1327_115",0,1.80706513983205,0,3.59378140956214e-06,0,0.00760177031875022,0.112875336366825,0.00240173518085914,2.46296278715541,0,2.26860974504108
"E35_596",0.0114718486624493,2.64385133014409,0,0,0,0,0.0711079080245768,0,0,0,1.99884866074045
"E1145_747",1.78354788660124,0.0022530355936485,0.0473002712632366,0.216499225501914,0.00796379069987419,0,0.0102143230208221,2.26718192268349,0,0.00300461456932671,0
"E566_161",2.73936212194288,0,1.9735190949492,2.4590337811949,2.21524864102958,1.86671132032216,0.972395153059257,2.35192601436983,0,2.39314957922011,0.0181966905010216
"E568_525",2.49591517894445,0,0,0.0131487472976227,0,0,0,2.1790034485376,0,0,0.0030049993846632
"E224_395",0.00858961547739804,2.79684133716916,0,0.0947201210049556,0,0.00293663075149645,0.0233441534950748,0,0,0,2.54169695052585
"E1747_110",0,0.202133462927881,0,0,0.00271067271854414,0,0,2.06679008391404,2.70846428886908,0,1.11088770033189
"E739_770",1.66363592302278,0,0.0397398970455037,0,0.00529275843262939,0,0.0236093122827953,2.91697434969935,0,0,0
"E1282_163",2.29019280104328,0,0.0903928131409615,0,0,0,0,0,1.99479637009514,0,0
"E178_236",0,0,0.0086419320467883,0,0,0,0,0,2.86102345709667,0,0
"E1207_353",0.128809175590198,0,2.14013390906233,0,2.14358018713093,2.92779347182708,0,0,0,1.63038403534322,0
"E1455_668",0,1.88247158250495,0,0,0,0.0349435845321042,0,0.00107333677992489,2.22590006731832,0.0262679946997378,2.01584846505978
"E122_643",0,0.0947386065497226,2.10558605390067,0.0120042564797021,2.40462145858345,2.55472175345257,0,0,0,1.93021108994309,0.00261053773618949
"E1166_142",2.56526162117478,0.0854145251399491,0,0.0727574628672309,0,0,0,1.70929506548614,2.84817386427456,0,0.339352670945087
"E109_606",1.64414999568345,0,0,0,0,0,0.0169582572983406,1.69522850945782,0,0.0100900173511665,0
"E1964_474",2.28816744021695,0.0271051948588058,0,0.0803963330234663,0.0193933501342179,0,0.0516039854483384,2.06990028175139,0,0,0
"E1585_127",0,0.977618774862675,0,0,0,0.00654857882609905,0,0,0,0.000502194899751377,2.45707994761577
"E744_438",2.340425407931,0,0,0.0259389509903731,0,0,0,0,2.32665852784932,0.103075915903694,0.00306554100448408
"E1136_12",0,0,0.00150228260440549,0,0,0.249537141022143,0.657603342057657,0.651965374659846,0.926277257745409,0,0
"E173_637",2.1976330080278,2.01699917001909,0.0107933018798707,0.0680041623096344,0,0,0,0.0142720854081419,2.25844533804542,0,2.24634819076296
