"","Dbx1","Dbx2","Irx3","Nkx22","Nkx61","Nkx62","Olig2","Pax6"
"E1212_48",0.263770004920889,0,0,0,0,0.275802734956241,0,0
"E1928_158",0.195774448498916,0,1.90736621655001,0,0,0.146356925686589,0,2.4493353907346
"E1803_422",0,0,0,0,0,0.0106220667503834,2.34939743108264,2.3590841181261
"E333_372",0,0.193686504430127,1.4868738947784,0.0151076571122047,0,0,0,2.23548128137302
"E16_344",0,0,1.40005104344088,0,2.42883067289201,0,0,0
"E87_159",0,0.0105639789569137,0,2.19304736549612,1.54158674247476,0,0.0139616811980517,0
"E165_42",0,0.0320735990077546,0,1.08936328345398,0,0.329919005904166,0,0
"E867_92",0,0.0160133250269331,0,1.5245528052037,1.92379350473545,0,0,0.340938552927155
"E1018_201",0,0.0356723876297195,0,1.86470140071127,1.94157450340385,0,0.0725383810842476,0.0280224345249524
"E1681_165",0.0569742374130025,0,0,1.77328495750916,0,0,0.288496581162303,0.259507406851553
"E1676_114",0.250032193982317,0.398442073207309,1.44810415007019,0,0,0.45836843137646,0.216371640037403,2.49634169576244
"E1240_419",0,0,0.00935229842737119,1.52280953910308,0,0,0,0
"E500_47",0.312414164359851,0.287785713208263,0,0,0,1.62709677231233,1.72173390318743,1.65367744912958
"E1268_73",0.507999662677743,0.745962373532545,1.45181476211806,0,0,0.326677299365107,0,0
"E322_133",0.427114105753417,0.00143517570661909,0,0,0,0.771938388558816,1.8015645357504,1.86945874235616
"E1943_298",0,0.00592297726301116,1.59019953085379,0.0877972453920565,0,0.00440897198378012,0,1.84134129192466
"E742_423",0,0,0.0227999612747147,1.67519968388719,0,0,0,0
"E229_430",0,0,0,0,1.84346851433949,0,1.97034917975909,0
"E278_306",0.00316765274301808,0,0.0128896927373776,0,1.67686136772331,0.00131423796934883,1.27167352993683,1.83505634786595
"E1690_401",0.0149943192473877,0,1.84054249122482,0,2.20719389646432,0.0184123773521309,0,0
"E517_6",0.425630516974815,0.538601059587535,0,0,0,0.435521552219597,0,0.800564774876003
"E107_217",0,0,0,1.65003018911457,1.9676042515369,0,0,0
"E1009_395",0,0.00354125588507254,0,1.87521234240422,2.00078153677162,0,0.00879875716014286,0
"E1663_69",0.665880257920701,0.191266480776583,0,1.72404105669054,2.41008777251304,0.457387932612516,0,0.893955157453411
"E1995_48",1.50689024441141,1.30711003742007,1.77378941517746,0,0,0.993248612173348,0.324011839509729,1.8788917310412
"E446_232",0.00704618510080874,0,0,0,2.13187631006024,0,1.72895292612091,1.7662573717182
"E793_143",0,0,2.2081568555799,0.00224679189694444,2.0184195126672,0,0,1.68313244011241
"E1299_26",1.11627553344051,0.68063080983139,0,0,0,0.623988271215774,0,0
"E189_83",0.191087081610698,0,0,1.18680869972049,1.86976884374428,0,0,0
"E1841_436",0,0,0,0,0,0,2.13758366359828,1.28873932877446
"E1238_97",0,0,0,0,1.80767215717555,0.0667404203006162,1.24279492020628,1.36774431979016
"E1640_258",0,0,0,1.62962101384591,0,0,0,0
"E1128_227",0.00216619322407115,0,0,0,1.93827876185106,0,1.1634184455697,1.51404016055966
"E496_467",0,0,0,0,2.47860359228732,0.00237308706075219,2.05725579336032,2.33489014745372
"E605_183",0,0.1228048918062,0,0,2.15283430815521,0,0,0
"E1263_24",0.571501842352375,0.159104179142338,0.192765812306788,0,0,0.349937171124786,0,0.291914475566982
"E1552_255",0,0,1.19835560276676,0,1.51956030930666,0.00486963984302994,1.47496161517157,0
"E1469_430",0.0617764391530338,0,0,1.95357350506668,1.9568676833066,0,0.0984061871135726,0
"E746_224",0.985914167813874,1.76046090992963,1.73851177443036,0.0220061852320456,0,1.51404058741525,0,2.12726361243828
"E1326_207",0,0,1.50598154267565,0,2.60102873851586,0.00453396910759088,0.033321865337024,0
"E1135_427",0,0,0,1.38071868475296,1.32334178645238,0,0,0
"E706_138",0.088245820920486,0,0,0,0,0,1.84333823578284,1.0902688700697
"E1878_337",0.0213874346192357,0,0,1.66585973360513,1.89047429327101,0,0,0
"E1948_332",0.0129001679315323,0,0,0.004202303162747,0,0,2.6080810357705,1.86073026457075
"E1185_47",0.296746614384312,0.258879421904926,0,0,0,0.166561904363536,1.56146519682388,0
"E347_300",0,0,0.0201889681366982,2.31118914481695,0,0.0422099403228089,0.034408160691624,0
"E1739_62",0.714599512824173,0,0.0410413907850117,1.46967488054773,2.01366585280315,0.676877606440199,0.242277773858185,0
"E386_216",0,0,0,1.8422347927822,0,0.000767795647450472,0,0.0200845355098259
"E682_183",0.0230772135923403,0,0,2.06417375296634,0,0,0,0
"E1874_35",0.986207811595854,0.40471399083919,0,0,1.84409910415971,1.18723324346074,0,0
"E463_456",0,0,0,1.76472199707207,2.12274599005536,0.0480358501249531,0,0
"E1722_211",0.186949053145473,0,0,0,0,0,1.59126830282073,1.54076750729208
"E869_189",0.0155485788994565,0,0,0,0,0,1.95236828298166,2.24729299988076
"E405_55",0.66249515539301,0.356223895093409,0,0,1.5989351001334,0.689923944928379,0,0.533265667263959
"E986_191",0.270893065518153,0.242457022775858,1.99105018119662,0.0331926387201518,0,0.452044977766423,0,2.30136955589732
"E40_66",0.00544897367262344,0,0,1.98371210751805,2.2295687692621,0,0,0.171450581443401
"E1175_71",1.36596192341678,1.30713403279088,1.49431787008499,0,0,0.685892263905116,0.206216870721734,1.75796572090952
"E1087_24",0.84219447869674,0.413854576307695,0,0,0,0.841629798076325,0,0
"E877_227",0,0,2.08777777981847,0,2.19234226051992,0,0,2.09963678491776
