"","AMH","CBX2","CTNNB1","DHH","DKK1","DMRT1","FGF9","FOXL2","GATA4","NR0B1","NR5A1","PGD2","RSPO1","SOX9","SRY","UGR","WNT4","WT1mKTS","WT1pKTS"
"E61_168",0,0.980309936339439,0,0.00593390616952368,0,0,0,0,0,2.15684378332411,0,0,0,0,2.02312383714743,0,1.42871564980971,0,1.59708077935076
"E558_387",0,0,0,0,2.2292782963178,1.87548277778903,0.0685590558779915,0,0,1.963417483624,2.57660216635331,0.0422646008735642,0.00200201771520162,1.90215750122899,2.19229575141463,0,0,0,0
"E1701_310",0,0,2.1225936668905,0,0,0,0,1.76307354213719,0,2.15753741043818,0.314258185851096,0.0286343417977519,1.81395153343833,0,0.0472157697828615,0,0,0,0
"E1648_589",2.05925593338265,0,0,2.32270652016489,1.99857956011865,0,2.40037274281584,0.0177913046381459,0,0,2.26113892503068,2.02345573196142,0,2.01479777655437,0,0,0,2.52584689633298,0
"E181_733",0,0,1.7394650743034,0,0.000762887469308882,0.0182110499574267,0,2.06833125280116,0,1.47503234438266,0,0,1.72340756101843,0,0,0.000403590241969569,2.29635999607718,2.03571211151689,0
"E716_717",2.15527617009586,0,0,2.08799587734987,1.6725032735554,2.22576568631115,2.36448397759417,0,0,0.00169951642889149,2.05772022204402,2.14654106896596,0.0111821320298657,1.92458709708449,2.14184881509786,0.0131570674260908,0,3.01348485532556,2.12751963291184
"E537_638",0,0.0459991883561738,1.9570695341508,0,0,0,0.0894055166753798,2.0615395449498,2.01383291226853,1.98357288443478,0,0,2.03378112670878,0,0,0.0288295134747704,2.1751517130622,2.33139334778442,0
"E336_20",0,1.60473243818499,0,0,0,0,0.0147731475551872,0,0,0,0,0,0,0,0,1.66780366748998,0.0472630481314705,2.05141542118435,0
"E1831_43",0,1.90863927720761,0.0152274312715487,0.00947734290782237,0,0,0,0,1.7364505366435,0,2.3897245229725,0,0.00237152849493402,0,0.00254595642681454,2.36124203008825,0.00707140165089816,0,2.44752236561249
"E1100_397",0.0980550419235023,0,0.0190527962798897,0.801516515524486,0,2.31010502035798,0.750695135799445,0.00831180328511717,0,2.51009481512842,2.1999417210127,0.761090391017909,0,2.21485953116964,0,0,0,2.40219247465005,0
"E1484_718",2.01885958479409,0,0,2.1924534043738,1.91795836133871,2.10140303350654,1.63917757002707,0,1.78814569743466,0,2.23830654297197,3.05643199476167,0,2.20595704880909,0,0,0,0,0
"E1776_321",0,0.242964130638981,1.47661059516739,0,0.031819550045333,0.0520215771939512,0.0127172204901262,1.89923665668456,0,2.08631757721044,0,0,2.21888175934192,0,0,0,2.07404174368671,2.37629725343998,0
"E1894_390",0,0,0,0,2.145134833333,1.27633196174628,0,0,0,1.96109896287421,0,0,0.634039244018105,0,2.38653333803169,0,0,2.09109848610415,2.72123244501543
"E316_51",0,2.02401498660027,0,0,0.0145113490678208,0.0627558986752097,0,0,0,0.0859813506746397,0,0.00983850126520955,0,0,0.0125762840593101,2.05870273751417,0,0,1.69125343193443
"E773_64",0.0023011742644814,1.56262763159255,0,0,0,0.0537120131871159,0,0,0,0,0,0,0,0,0.0234105846576644,2.18237823695651,0,1.57494253698579,2.40737258310457
"E1690_353",0,0,0.00678750465033192,0.0141586177346918,1.93803180951529,1.9234004200615,0.00766539865754952,0,0,0,0.469159017395564,0.00017965452165248,0.102183061336223,0,0,0.0462789121151336,0.148809678993324,1.92453701447568,2.23666745685014
"E1587_309",0,0,2.3404407841236,0,0.272982010058444,0,0,1.30150569119756,1.30580583765599,2.69762929984391,0,0.00285006241187637,1.79106615017382,0,0,0.074357371800927,2.18502654738669,0,0
"E1096_625",2.32845620362369,0,0.029464327880768,2.14731392177606,2.3844998418041,1.92747363946593,2.23843846682831,0,1.65915429307495,0,2.27748238902861,1.72454830328427,0,2.38504942617693,2.48964130638326,0.157381748885206,0,2.78922767428982,0
"E906_637",1.4590227411187,0,0,1.46257299065052,2.12571853656528,2.26931188545266,2.03302194296452,0.0100483584446977,2.28486847047747,0,1.98290801739118,1.92527497304593,0,2.38895973770299,2.15357616077283,0,0,1.96003058848405,0
"E149_376",0,0.00329838445891503,1.68590280451972,0,0,0.00109437171454645,0,1.64645877362805,0,2.14465460894284,0.294673129642316,0,1.9900419842066,0,0.00063508276559913,0.00482776693578806,2.02689137913513,1.54193760305046,0.12977860895234
"E945_30",0,2.02219481808642,0,0,0,0,0,0.00427385801800273,2.46210236201947,0,0,0,0,0.00157296572305082,0,1.84286930699718,0,2.06612437973267,1.82330171763303
"E1800_259",0,1.56767343222955e-05,0.0101713527100855,0,1.98423478001261,2.26816762590207,0,0,2.22842310448166,2.35407541836778,0,0,0,0,0,0.00186924266785325,2.28239228318406,0,0
"E1132_389",0,0,2.2534173279384,0,0,0,0,1.92724460224568,0,2.41601242138933,0,0,0,0,0,0,2.0692977564516,0,0.0146149475376111
"E1326_614",2.41868572216483,0,0,1.59420316280825,1.86691008958178,2.03616953800986,2.17594669628459,0,0,0.000541672166555566,2.46282739879427,1.33457401100223,0.00720354846982603,2.70823230470602,1.86599875976124,0.00115334670811189,0,1.74409606578914,0
"E1631_768",0,0,1.60012379655253,0.000636628637059625,0,0.00447906418198777,0,1.85727227180961,2.17362281583487,2.04455391586538,0.121138353316128,0,2.17349355275602,0,0,0,2.05210549106976,2.50551683403822,0.0558648659182655
"E32_610",2.14724557951488,0,0,2.08575119964317,2.72728232593968,2.54781627900333,1.91874986066166,0,0,0,2.56624373521992,2.35363852697665,0.020123819838718,2.11473695984663,2.07213918313595,0.00242414531947234,0,2.38391167973268,2.17058607931844
"E1289_27",0,1.91422099814535,0.00656711585562374,0,0,0,0,0,0,0,0,0,0,0.00134318994586362,0,2.49592926246674,0.0380255728238669,0,0
"E116_648",2.67416160179302,0,0.0350690560636142,2.02609840807377,2.45965163211771,1.9912513280962,2.24281025874141,0.0207407537838448,2.28267396002272,0.0253368402940786,2.3261278809665,1.55237082788997,0.0082980301632955,1.96459427365372,0,0,0,2.5798939836753,2.06747879493753
"E282_266",0,0,2.00858477433775,0,0,0,0,0.914949351192834,0,2.25445063389892,0,0,0,0,0,0.135640875328403,2.22755923841848,0,0
"E1447_733",0,0,1.8173374208405,0,0.0134928461062803,0,0,2.79025710937349,0,0,0,0,1.9828722690823,0.00773857925475178,0.0103587838879973,0,1.83364295377872,0,0.0119781269837833
"E1651_143",0.158747598630282,1.98329009084843,0.0058596766981768,0.00232006696892145,0.0392279152676221,0.0802111086693641,0,0,0,2.31992256150146,0,0.00294535032034572,0,0,2.08084749680107,0.387612027225526,2.74138139353932,0,0
"E987_343",0.00365745517225299,0,2.26050460002274,0,0,0.027588534231726,0,1.89146398604964,1.51858274680639,2.60416028468711,0,0,2.8570045828855,0,0,0,2.61647837081653,2.24679527548391,0
"E241_792",0,0,1.99335945856867,0,0.107145838087988,0,0,1.7710301873,0,2.32716200515736,0,0,1.7654104320459,0.0449289583582791,0,0,0,2.20660553574896,0
"E1731_505",1.59840530883945,0.0275830914759399,0.0105091744311746,1.52647202543619,0,2.33916330610164,1.77654204145634,0,2.4941638952786,0.0229621887409846,0,2.3930105904644,0,2.24983500540992,1.50605407699058,0.00663074184340973,0,2.29134288579172,0
"E553_509",1.89161169247685,0,0.0131993865464707,1.85393949579423,2.15927258445898,0,1.95098353978765,0,1.91507405512472,0,1.98992717014401,2.41340117104945,0,1.8930511047823,2.37182585652341,0,0,1.83997189938138,2.48343644561542
"E1474_565",0,0,1.92969819849364,0,0,0,0,2.42746623770998,0,0,0,0,2.25992694975465,0,0,0.00902343548751333,0,0,0
"E478_195",0,0,2.120745765155,0,0,0,0.0146461467719262,0,2.28492101646079,1.91838461115244,0,0,1.2783402779835,0,0,0,2.13626243922269,2.22392217819025,2.04066331999064
"E1081_225",0,1.50475647713837,0.326254761856308,0,0,0,0,0,2.50595519009459,2.19696037551665,0,0.0046128443872946,1.54254891929082,0,2.40803664391361,0.0527467004736974,2.06908449267278,0,1.6993225552341
"E654_458",1.64601041327726,0.0504035043397756,0,1.44543906875925,2.32924380977356,0,1.89198230478762,0.0767584907415334,0,0,0,1.75114453732454,0,2.40632506743033,2.29405355016747,0,0,1.39198941971427,2.30895179724441
"E1049_99",0,1.82065539517229,0.00823791956567166,0,0.000703398933122304,0,0,0,2.25728626682262,0,0,0,0,0,0.71247032888596,0.114136056614446,0,2.40654504306187,2.19043903465829
"E210_450",1.58671409432344,0.0387891644828408,0,1.57363238216705,2.05824423665557,1.94325397177947,1.97383317321271,0,0,0,2.21509835717092,1.80722469340774,0.00836583584199836,2.13673994345559,2.11097329939442,0.00284899093213935,0,0,0
"E1728_125",0,0.489597879795895,0.188459399632571,0.00554163771594418,0.0182841385690391,0,0,0.0969031050850364,1.450469031163,0,1.75241387545978,0,0,0.0894054725287547,2.33799084353494,0,1.8707304442988,2.43487990258936,0
